Actor/Actress	Movie	Year
RUSSO, GIANNI (I)	OUT FOR JUSTICE	1991
RUSSO, JAMES (I)	ONCE UPON A TIME IN AMERICA	1984
RUSSO, JAMES (I)	A KISS BEFORE DYING	1991
RUSSO, JAMES (I)	INTIMATE STRANGER	1991
RUSSO, JAMES (I)	MY OWN PRIVATE IDAHO	1991
RUSSO, JAMES (I)	COLD HEAVEN	1991
RUSSO, RENE (I)	ONE GOOD COP	1991
RYALL, DAVID	THE RUSSIA HOUSE	1990
RYALL, DAVID	SCREENPLAY	1986
RYALL, DAVID	TRULY MADLY DEEPLY	1990
RYAN, EILEEN	THE INDIAN RUNNER	1991
RYAN, GER	THE COMMITMENTS	1991
RYAN, MEG	THE DOORS	1991
RYAN, MITCHELL (II)	FAVORITE SON	1988
RYDELL, CHRISTOPHER (I)	FOR THE BOYS	1991
RYDELL, CHRISTOPHER (I)	BY THE SWORD	1991
RYDELL, CHRISTOPHER (I)	SANGRE Y ARENA	1989
RYDELL, CHRISTOPHER (I)	DIXIE LANES	1988
RYDER, WINONA	NIGHT ON EARTH	1991
RYDER, WINONA	AMERICAN MASTERS	1985
RYUSAKI, BILL M.	THE WRECKING CREW	1968
SADLER, NICHOLAS	SOMETIMES THEY COME BACK	1991
SADLER, NICHOLAS	MOBSTERS	1991
SADLER, WILLIAM (I)	RUSH	1991
SAGE, BILL (I)	TRUST	1990
SAHAGUN, ELENA	UNCAGED	1991
SAHAGUN, ELENA	NAKED OBSESSION	1990
SAINT, EVA MARIE	AMERICAN MASTERS	1985
SAITO, JAMES (I)	THE WALTONS	1971
SALENGER, MEREDITH	EDGE OF HONOR	1991
SALINAS, CARMEN	DANZÛN	1991
SALSEDO, FRANK	STAR TREK: THE MOTION PICTURE	1979
SAMBRELL, ALDO	CANNON FOR CORDOBA	1970
SAMBRELL, ALDO	C'ERA UNA VOLTA IL WEST	1968
SAMBRELL, ALDO	FEI YING GAI WAK	1991
SAMBRELL, ALDO	SANGRE Y ARENA	1989
SAMBRELL, ALDO	DOCTOR ZHIVAGO	1965
SAMBRELL, ALDO	KING OF KINGS	1961
SAMBRELL, ALDO	TRISTANA	1970
SAMBRELL, ALDO	DRUG WARS: THE CAMARENA STORY	1990
SAMBRELL, ALDO	PER UN PUGNO DI DOLLARI	1964
SAN GIACOMO, LAURA	UNDER SUSPICION	1991
SAN GIACOMO, LAURA	PRETTY WOMAN	1990
SAN GIACOMO, LAURA	WHERE THE DAY TAKES YOU	1991
SANADA, HIROYUKI	WONG GA JIN SI	1986
SANCHEZ, JOHNNY (I)	THE HARD WAY	1991
SANDER, CASEY	WILD ORCHID II: TWO SHADES OF BLUE	1991
SANDER, CASEY	PREDATOR 2	1990
SANDERS, CHARLES (I)	WITHOUT WARNING: THE JAMES BRADY STORY	1991
SANDERS, HENRY G.	CHILD'S PLAY 3	1991
SANDERS, HENRY G.	RAINBOW DRIVE	1990
SANDERS, JAY O.	V.I. WARSHAWSKI	1991
SANDERS, JAY O.	AMERICAN PLAYHOUSE	1981
SANDERS, JAY O.	JFK	1991
SANDERSON, WILLIAM	BLADE RUNNER	1982
SANDERSON, WILLIAM	SOMETIMES THEY COME BACK	1991
SANDERSON, WILLIAM	LAST MAN STANDING	1987
SANDERSON, WILLIAM	AMERICAN PLAYHOUSE	1981
SANDLER, ADAM (I)	SHAKES THE CLOWN	1991
SANDOVAL, MIGUEL (I)	RICOCHET	1991
SANDOVAL, MIGUEL (I)	SWITCHED AT BIRTH	1991
SANDOVAL, MIGUEL (I)	JUNGLE FEVER	1991
SANDS, JULIAN	NAKED LUNCH	1991
SANTONI, RENI	LO SBARCO DI ANZIO	1968
SANTOS, JOE (I)	THE EDUCATION OF ALLISON TATE	1986
SANTOS, JOE (I)	THE LAST BOY SCOUT	1991
SANTOS, JOE (I)	THE GANG THAT COULDN'T SHOOT STRAIGHT	1971
SANZ, CARLOS (II)	BACKDRAFT	1991
SANZ, JORGE (I)	AMANTES	1991
SAPIENZA, AL	FRANKIE AND JOHNNY	1991
SAPIENZA, AL	PRETTY WOMAN	1990
SARA, MIA	BY THE SWORD	1991
SARA, MIA	A CLIMATE FOR KILLING	1991
SARAFIAN, RICHARD C.	BUGSY	1991
SARANDON, CHRIS (I)	KAZE NO TANI NO NAUSHIKA	1984
SARANDON, SUSAN	THELMA & LOUISE	1991
SARANDON, SUSAN	AMERICAN MASTERS	1985
SARANDON, SUSAN	AMERICAN PLAYHOUSE	1981
SARCHIELLI, MASSIMO	VOLERE VOLARE	1991
SARRAZIN, MICHAEL	THE PURSUIT OF HAPPINESS	1971
SARRAZIN, MICHAEL	THE PHONE CALL	1989
SARTAIN, GAILARD	THE OUTSIDERS	1983
SAVAGE, JOHN (I)	THE GODFATHER: PART III	1990
SAWYER, CONNIE (I)	THE BONFIRE OF THE VANITIES	1990
SAXON, JOHN	ENTER THE DRAGON	1973
SAXON, JOHN	AMERICAN PLAYHOUSE	1981
SAXON, JOHN	THE LAST SAMURAI	1991
SAXON, JOHN	SHALIMAR	1978
SAXON, ROLF	AMERICAN PLAYHOUSE	1981
SAYLES, JOHN (I)	CITY OF HOPE	1991
SAYLES, JOHN (I)	THE BROTHER FROM ANOTHER PLANET	1984
SBARGE, RAPHAEL	MURDER 101	1991
SBRAGIA, MATTIA	YEAR OF THE GUN	1991
SCACCHI, GRETA	SHATTERED	1991
SCALES, PRUNELLA	SCREENPLAY	1986
SCARPA, RENATO (I)	VOLERE VOLARE	1991
SCHALLERT, WILLIAM	THE WALTONS	1971
SCHALLERT, WILLIAM	SAM WHISKEY	1969
SCHALLERT, WILLIAM	HOUSE PARTY 2	1991
SCHEIDER, ROY	NAKED LUNCH	1991
SCHEIDER, ROY	THE RUSSIA HOUSE	1990
SCHEIDER, ROY	SOMEBODY HAS TO SHOOT THE PICTURE	1990
SCHEINE, RAYNOR	AMERICAN MASTERS	1985
SCHELLENBERG, AUGUST	BLACK ROBE	1991
SCHIAVELLI, VINCENT	ANOTHER YOU	1991
SCHIAVELLI, VINCENT	AMADEUS	1984
SCHIAVELLI, VINCENT	AMERICAN PLAYHOUSE	1981
SCHIAVELLI, VINCENT	TED & VENUS	1991
SCHLATTER, CHARLIE	ALL-AMERICAN MURDER	1991
SCHMIDTKE, NED	AMERICAN PLAYHOUSE	1981
SCHMIDTKE, NED	SHAKING THE TREE	1990
SCHRADER, KEITH	A RAGE IN HARLEM	1991
SCHREIBER, LIEV	AMERICAN MASTERS	1985
SCHULL, REBECCA	GUILTY UNTIL PROVEN INNOCENT	1991
SCHULTZ, ALBERT (I)	AMERICAN PLAYHOUSE	1981
SCHULTZ, ALBERT (I)	THE LAST BEST YEAR	1990
SCHULTZ, ALBERT (I)	PSYCHIC	1991
SCHWARTZMAN, JASON	AMERICAN MASTERS	1985
SCHWARZENEGGER, ARNOLD	AMERICAN MASTERS	1985
SCHWARZENEGGER, ARNOLD	TERMINATOR 2: JUDGMENT DAY	1991
SCHWIMMER, RUSTY	HIGHLANDER II: THE QUICKENING	1991
SCIORRA, ANNABELLA	THE HARD WAY	1991
SCIORRA, ANNABELLA	JUNGLE FEVER	1991
SCIÚ, YVONNE	BRIVIDO GIALLO	1986
SCOGGINS, TRACY	ULTIMATE DESIRES	1991
SCOGGINS, TRACY	PLAY MURDER FOR ME	1990
SCOGGINS, TRACY	TIMEBOMB	1991
SCOREN, JOSEPH	NAKED LUNCH	1991
SCORSESE, MARTIN (I)	AMERICAN MASTERS	1985
SCOTT, CAMPBELL	DYING YOUNG	1991
SCOTT, CAMPBELL	DEAD AGAIN	1991
SCOTT, CAMPBELL	AMERICAN MASTERS	1985
SCOTT, CLIVE (I)	THE RUTANGA TAPES	1990
SCOTT, CLIVE (I)	SWEET MURDER	1990
SCOTT, CODIE	JFK	1991
SCOTT, DONNA W.	THE LAST BOY SCOUT	1991
SCOTT, ESTHER (II)	BOYZ N THE HOOD	1991
SCOTT, GEORGE C.	DR. STRANGELOVE OR: HOW I LEARNED TO STOP WORRYING AND LOVE THE BOMB	1964
SCOTT, GEORGE C.	THE HOSPITAL	1971
SCOTT, GEORGE C.	DESCENDING ANGEL	1990
SCOTT, KIMBERLY (I)	ALL-AMERICAN MURDER	1991
SCOTT, KIMBERLY (I)	STOLEN: ONE HUSBAND	1990
SCOTT, KIMBERLY (I)	THE ABYSS	1989
SCOTT, LARRY B.	AMERICAN PLAYHOUSE	1981
SCRIBA, MIK	SHAKING THE TREE	1990
SCRIBA, MIK	TED & VENUS	1991
SCRIBA, MIK	TRUE IDENTITY	1991
SCRIMM, ANGUS	SUBSPECIES	1991
SEAGAL, STEVEN	OUT FOR JUSTICE	1991
SEAGAL, STEVEN	AMERICAN MASTERS	1985
SEARCY, NICK	THE PRINCE OF TIDES	1991
SEDGWICK, KYRA	AMERICAN PLAYHOUSE	1981
SEDGWICK, KYRA	LEMON SKY	1988
SEDGWICK, KYRA	PYRATES	1991
SEDGWICK, KYRA	WOMEN & MEN 2: IN LOVE THERE ARE NO RULES	1991
SEGAL, GEORGE (I)	FOR THE BOYS	1991
SEIBEL, MARY	AMERICAN PLAYHOUSE	1981
SEITZ, JOHN	JFK	1991
SEITZ, JOHN	A RAGE IN HARLEM	1991
SELBY, DAVID (I)	THE WALTONS	1971
SELBY, DAVID (I)	DYING YOUNG	1991
SERBULO, MAYRA	CABEZA DE VACA	1991
SERGI, BRAD	'A' GAI WAK	1983
SERNA, PEPE	AMERICAN PLAYHOUSE	1981
SERNA, PEPE	DRUG WARS: THE CAMARENA STORY	1990
SERRA, RAYMOND	AMERICAN PLAYHOUSE	1981
SERRANO, NESTOR (I)	HANGIN' WITH THE HOMEBOYS	1991
SESSIONS, JOHN (I)	THE POPE MUST DIE	1991
SESSIONS, JOHN (I)	SCREENPLAY	1986
SESSIONS, JOHN (I)	HENRY V	1989
SETH, ROSHAN	MISSISSIPPI MASALA	1991
SETH, ROSHAN	LONDON KILLS ME	1991
SETRAKIAN, ED	THE HARD WAY	1991
SETRAKIAN, ED	THE PURSUIT OF HAPPINESS	1971
SEVERANCE, JOAN	WRITE TO KILL	1991
SEWELL, RUFUS	TWENTY-ONE	1991
SEYMOUR, JANE (I)	OH HEAVENLY DOG	1980
SHAI, PATRICK	THE LAST SAMURAI	1991
SHAI, PATRICK	SCREENPLAY	1986
SHALE, KERRY	LITTLE SHOP OF HORRORS	1986
SHALHOUB, TONY	BARTON FINK	1991
SHALLO, KAREN	ONCE UPON A TIME IN AMERICA	1984
SHALLO, KAREN	MORTAL THOUGHTS	1991
SHANDLING, GARRY	AMERICAN MASTERS	1985
SHANKS, DON	THE INDIAN RUNNER	1991
SHANNON, MICHAEL (I)	LITTLE SHOP OF HORRORS	1986
SHARIF, OMAR	MAYERLING	1968
SHARIF, OMAR	THE RAINBOW THIEF	1990
SHARIF, OMAR	DOCTOR ZHIVAGO	1965
SHARIF, OMAR	OH HEAVENLY DOG	1980
SHARP, BURTON	GING CHAAT GOO SI 2	1988
SHARP, BURTON	GING CHAT GOO SI	1985
SHARP, LESLEY	SCREENPLAY	1986
SHARP, LESLEY	CLOSE MY EYES	1991
SHARPTON, AL	AMERICAN MASTERS	1985
SHATNER, WILLIAM	THE INTRUDER	1962
SHATNER, WILLIAM	STAR TREK: THE WRATH OF KHAN	1982
SHATNER, WILLIAM	STAR TREK: THE MOTION PICTURE	1979
SHAW, FIONA	LONDON KILLS ME	1991
SHAW, STAN (I)	AMERICAN PLAYHOUSE	1981
SHAYE, LIN	BOOK OF LOVE	1990
SHEARER, HARRY	BLOOD AND CONCRETE	1991
SHEARER, HARRY	THE FISHER KING	1991
SHEARER, JACK	STOLEN: ONE HUSBAND	1990
SHEEN, CHARLIE	TALE OF TWO SISTERS	1989
SHEEN, CHARLIE	CATCHFIRE	1990
SHEEN, CHARLIE	APOCALYPSE NOW	1979
SHEEN, MARTIN	LOOPHOLE	1981
SHEEN, MARTIN	APOCALYPSE NOW	1979
SHEEN, MARTIN	GUILTY UNTIL PROVEN INNOCENT	1991
SHEEN, MARTIN	JFK	1991
SHEEN, MARTIN	HEARTS OF DARKNESS: A FILMMAKER'S APOCALYPSE	1991
SHEEN, RUTH	SCREENPLAY	1986
SHEFFER, CRAIG	EYE OF THE STORM	1991
SHELBY, JOE	GUILTY UNTIL PROVEN INNOCENT	1991
SHELBY, JOE	BLOODSUCKING PHARAOHS IN PITTSBURGH	1991
SHELBY, JOE	DEAD AND ALIVE: THE RACE FOR GUS FARACE	1991
SHELLY, ADRIENNE	TRUST	1990
SHELTON, MARLEY	GRAND CANYON	1991
SHEPHERD, CYBILL	THE LAST PICTURE SHOW	1971
SHEPHERD, CYBILL	MARRIED TO IT	1991
SHEPHERD, JACK (I)	THE OBJECT OF BEAUTY	1991
SHEPHERD, JACK (I)	TWENTY-ONE	1991
SHEPHERD, JACK (I)	SCREENPLAY	1986
SHEPPARD, WILLIAM MORGAN	GUNSMOKE: RETURN TO DODGE	1987
SHER, ANTONY	SCREENPLAY	1986
SHERWOOD, DAVID (I)	AMERICAN KICKBOXER	1991
SHIMONO, SAB	THE WALTONS	1971
SHIMONO, SAB	AMERICAN PLAYHOUSE	1981
SHIMONO, SAB	THE HOSPITAL	1971
SHIMONO, SAB	THE WASH	1988
SHIRE, TALIA	GAS! -OR- IT BECAME NECESSARY TO DESTROY THE WORLD IN ORDER TO SAVE IT.	1970
SHIRE, TALIA	THE CHRISTIAN LICORICE STORE	1971
SHIRE, TALIA	THE DUNWICH HORROR	1970
SHIRE, TALIA	COLD HEAVEN	1991
SHIRE, TALIA	THE GODFATHER: PART III	1990
SHOCKLEY, WILLIAM (I)	SWITCH	1991
SHORT, MARTIN (I)	AMERICAN MASTERS	1985
SHRAPNEL, JOHN	THE ORGANIZATION	1971
SHUE, ELISABETH	THE MARRYING MAN	1991
SHUSTER, RICK	DRUG WARS: THE CAMARENA STORY	1990
SIEMASZKO, CASEY	THE BIG SLICE	1991
SIEMASZKO, NINA	WILD ORCHID II: TWO SHADES OF BLUE	1991
SIERRA, GREGORY	THE WALTONS	1971
SILLAS, KAREN	LIEBESTRAUM	1991
SILLAS, KAREN	TRUST	1990
SILVER, RON (I)	AMERICAN PLAYHOUSE	1981
SILVER, RON (I)	MARRIED TO IT	1991
SILVERMAN, JONATHAN (I)	CLASS ACTION	1991
SIMEK, VASEK	HAVANA	1990
SIMEK, VASEK	DEAD AGAIN	1991
SIMON, CHARLES (II)	SCREENPLAY	1986
SIMON, CHARLES (II)	AMERICAN FRIENDS	1991
SIMPSON, BRIAN (I)	GUYVER	1991
SINCLAIR, KURT	THRILLED TO DEATH	1988
SINCLAIR, KURT	PARTY GIRLS	1990
SINCLAIR, KURT	CLEO/LEO	1989
SINCLAIR, KURT	SEXPOT	1990
SINCLAIR, KURT	SENSATIONS	1987
SINCLAIR, MALCOLM (I)	SUCCESS IS THE BEST REVENGE	1984
SINGER, LEÛN	AMERICAN PLAYHOUSE	1981
SINGER, MARC (I)	ULTIMATE DESIRES	1991
SINGER, MARC (I)	DEAD SPACE	1991
SINISE, GARY	AMERICAN PLAYHOUSE	1981
SIRICHANYA, NIRUT	GWANG TIN LUNG FU WUI	1989
SIRICO, TONY (I)	CATCHFIRE	1990
SIRICO, TONY (I)	29TH STREET	1991
SISTO, JEREMY	GRAND CANYON	1991
SIZEMORE, TOM	POINT BREAK	1991
SIZEMORE, TOM	HARLEY DAVIDSON AND THE MARLBORO MAN	1991
SIZEMORE, TOM	WHERE SLEEPING DOGS LIE	1991
SKAGGS, JIMMIE F.	PUPPETMASTER	1989
SKARSGÂRD, STELLAN	AMERICAN PLAYHOUSE	1981
SKERRITT, TOM (I)	ALIEN	1979
SKERRITT, TOM (I)	WILD ORCHID II: TWO SHADES OF BLUE	1991
SKERRITT, TOM (I)	MASH	1970
SKIPPER, PAT	PREDATOR 2	1990
SLATER, CHRISTIAN (I)	MOBSTERS	1991
SLATER, CHRISTIAN (I)	WHERE THE DAY TAKES YOU	1991
SMIAR, BRIAN	AMERICAN PLAYHOUSE	1981
SMIAR, BRIAN	A WOMAN NAMED JACKIE	1991
SMITH JR., LONNIE R.	IN THE LINE OF DUTY: MANHUNT IN THE DAKOTAS	1991
SMITH JR., LONNIE R.	LIVIN' LARGE!	1991
SMITH, ANNA DEAVERE	AMERICAN PLAYHOUSE	1981
SMITH, BRANDON (I)	RUSH	1991
SMITH, BRITTA	HEAR MY SONG	1991
SMITH, CHARLES MARTIN	PAT GARRETT & BILLY THE KID	1973
SMITH, GREGORY MARSHALL	LIK WONG	1991
SMITH, J.W. (I)	THE WARRIORS	1979
SMITH, JULIE K.	THE LAST BOY SCOUT	1991
SMITH, LANE (I)	PRIME SUSPECT	1982
SMITH, LANE (I)	BLIND VENGEANCE	1990
SMITH, LINDA (I)	ANGEL UNCHAINED	1970
SMITH, LINDA (I)	THE PHONE CALL	1989
SMITH, LINDA (I)	HALLS OF ANGER	1970
SMITH, LIONEL MARK	HOMICIDE	1991
SMITH, LOGAN DOUGLAS	JFK	1991
SMITH, LOIS (I)	SWITCHED AT BIRTH	1991
SMITH, LOIS (I)	AMERICAN PLAYHOUSE	1981
SMITH, LOIS (I)	AMERICAN MASTERS	1985
SMITH, LOIS (I)	EAST OF EDEN	1955
SMITH, WILL (I)	WHERE THE DAY TAKES YOU	1991
SMITH, WILLIAM (I)	A TREE GROWS IN BROOKLYN	1945
SMITH, WILLIAM (I)	THE OUTSIDERS	1983
SMITH, WILLIAM (I)	SUMMERTREE	1971
SMITH, WILLIAM (I)	CHROME AND HOT LEATHER	1971
SMITROVICH, BILL	AMERICAN PLAYHOUSE	1981
SMITS, JIMMY	SWITCH	1991
SNIPES, WESLEY	NEW JACK CITY	1991
SNIPES, WESLEY	JUNGLE FEVER	1991
SNYDER, DREW (I)	PROJECT ELIMINATOR	1991
SNYDER, JOHN (I)	THE WARRIORS	1979
SNYDER, JOHN (I)	AKIRA	1988
SNYDER, RICK (I)	AMERICAN PLAYHOUSE	1981
SOLES, P.J.	STRIPES	1981
SOMERVILLE, GERALDINE	CLOSE MY EYES	1991
SOMMER, JOSEF	A WOMAN NAMED JACKIE	1991
SOMMER, JOSEF	AMERICAN PLAYHOUSE	1981
SONNENFELD, BARRY	BARTON FINK	1991
SOONG, LUCILLE	ONE MORE TIME	1970
SOONG, LUCILLE	THE FILE OF THE GOLDEN GOOSE	1969
SORICH, MICHAEL	'A' GAI WAK 2	1987
SORICH, MICHAEL	'A' GAI WAK	1983
SORICH, MICHAEL	AKIRA	1988
SORICH, MICHAEL	LONG XIAO YE	1982
SORVINO, MIRA	AMERICAN MASTERS	1985
SOSA, ROBERTO (I)	CABEZA DE VACA	1991
SOTO, TALISA	LICENCE TO KILL	1989
SPACEK, SISSY	THE WALTONS	1971
SPACEK, SISSY	JFK	1991
SPACEY, KEVIN	AMERICAN MASTERS	1985
SPADER, JAMES	TRUE COLORS	1991
SPALL, TIMOTHY	SCREENPLAY	1986
SPALL, TIMOTHY	LIFE IS SWEET	1990
SPANO, JOE	DEEP DARK SECRETS	1987
SPANO, VINCENT	QUALCUNO IN ASCOLTO	1988
SPANO, VINCENT	CITY OF HOPE	1991
SPELLOS, PETER	GUYVER	1991
SPELLOS, PETER	SMOOTHTALKER	1990
SPELLOS, PETER	AKIRA	1988
SPELLOS, PETER	FREDDY'S DEAD: THE FINAL NIGHTMARE	1991
SPENCE, BRUCE (I)	SWEET TALKER	1991
SPIEGEL, SCOTT (I)	LIONHEART	1990
SPIELBERG, STEVEN	AMERICAN MASTERS	1985
SPINER, BRENT	AMERICAN PLAYHOUSE	1981
SPRADLIN, G.D.	APOCALYPSE NOW	1979
SPRADLIN, G.D.	NUMBER ONE	1969
ST. JOHN, MARCO	THIS GUN FOR HIRE	1991
ST. JOHN, MARCO	THELMA & LOUISE	1991
STAAB, REBECCA	THE MARRYING MAN	1991
STAHL, ANDY (I)	IN THE LINE OF DUTY: MANHUNT IN THE DAKOTAS	1991
STAHLBRAND, SANDI	PSYCHIC	1991
STAIT, BRENT	SHOWDOWN AT WILLIAMS CREEK	1991
STAIT, BRENT	TERMINI STATION	1989
STALEY, STEVE (II)	'A' GAI WAK 2	1987
STALEY, STEVE (II)	AKIRA	1988
STALEY, STEVE (II)	KIDÙ SENSHI GUNDAM F91	1991
STALLONE, FRANK (I)	HUDSON HAWK	1991
STALLONE, SYLVESTER	BANANAS	1971
STAMP, TERENCE	AMERICAN MASTERS	1985
STAMP, TERENCE	SUPERMAN	1978
STANSFIELD, CLAIRE	THE DOORS	1991
STANTON, HARRY DEAN	PAT GARRETT & BILLY THE KID	1973
STANTON, HARRY DEAN	ALIEN	1979
STARNINO, ANNA	TERMINI STATION	1989
STARR, BEAU	THE PERFECT WEAPON	1991
STARR, MIKE (I)	BILLY BATHGATE	1991
STATHAM, PATRICK J.	UNCAGED	1991
STAUNTON, IMELDA	SCREENPLAY	1986
STAUNTON, KIM	THE BROTHER FROM ANOTHER PLANET	1984
STEA, KEVIN ALEXANDER	MADONNA: TRUTH OR DARE	1991
STEEN, JESSICA (I)	FLYING	1986
STEENBURGEN, MARY	AMERICAN MASTERS	1985
STEIGER, ROD	IN THE LINE OF DUTY: MANHUNT IN THE DAKOTAS	1991
STEIGER, ROD	DOCTOR ZHIVAGO	1965
STEIGER, ROD	AMERICAN MASTERS	1985
STEIGER, ROD	THE BALLAD OF THE SAD CAFE	1991
STEINBERG, ROB (I)	PROJECT ELIMINATOR	1991
STEINBERG, ROB (I)	RICOCHET	1991
STELLATO, FRANK	THE HARD WAY	1991
STELLRECHT, SKIP	AKIRA	1988
STENBORG, HELEN	AMERICAN PLAYHOUSE	1981
STENBORG, HELEN	THE BONFIRE OF THE VANITIES	1990
STEPHENS, ROBERT (I)	THE POPE MUST DIE	1991
STEPHENS, ROBERT (I)	WAR AND PEACE	1956
STEPHENS, ROBERT (I)	AFRAID OF THE DARK	1991
STEPHENS, ROBERT (I)	HENRY V	1989
STEPHENS, ROBERT (I)	THE BONFIRE OF THE VANITIES	1990
STEPP, CRAIG	SCREENPLAY	1986
STEPP, CRAIG	LEGAL TENDER	1991
STERNHAGEN, FRANCES	AMERICAN MASTERS	1985
STERNHAGEN, FRANCES	THE HOSPITAL	1971
STEVENS, ANDREW (I)	THE TERROR WITHIN II	1991
STEVENS, ANDREW (I)	NIGHT EYES II	1991
STEVENS, FISHER	THE BROTHER FROM ANOTHER PLANET	1984
STEVENS, FISHER	THE MARRYING MAN	1991
STEVENS, JOE (I)	THE BALLAD OF THE SAD CAFE	1991
STEVENS, STELLA (I)	THE TERROR WITHIN II	1991
STEVENS, STELLA (I)	GIRLS! GIRLS! GIRLS!	1962
STEVENSON, JULIET	DROWNING BY NUMBERS	1988
STEVENSON, JULIET	SCREENPLAY	1986
STEVENSON, JULIET	TRULY MADLY DEEPLY	1990
STEWART, CATHERINE MARY	PSYCHIC	1991
STEWART, EWAN (I)	SCREENPLAY	1986
STEWART, PATRICK (I)	THE PLAGUE DOGS	1982
STEWART, PATRICK (I)	KAZE NO TANI NO NAUSHIKA	1984
STEWART, PATRICK (I)	SCREENPLAY	1986
STEWART, PAUL (II)	BLACK ROBE	1991
STEWART, PAUL (II)	SCANNERS III: THE TAKEOVER	1991
STEWART, PAUL (II)	SCANNERS II: THE NEW ORDER	1991
STEWART, TONEA	LIVIN' LARGE!	1991
STEYN, JENNIFER	THE LAST SAMURAI	1991
STICKNEY, PHYLLIS YVONNE	NEW JACK CITY	1991
STICKNEY, PHYLLIS YVONNE	TALKIN' DIRTY AFTER DARK	1991
STICKNEY, PHYLLIS YVONNE	JUNGLE FEVER	1991
STIERS, DAVID OGDEN	THX 1138	1971
STILLER, AMY	HIGHWAY TO HELL	1991
STILLER, BEN	AMERICAN PLAYHOUSE	1981
STILLER, BEN	HIGHWAY TO HELL	1991
STILLER, JERRY	AMERICAN PLAYHOUSE	1981
STILLER, JERRY	HIGHWAY TO HELL	1991
STILLER, JERRY	WOMEN & MEN 2: IN LOVE THERE ARE NO RULES	1991
STINTON, COLIN	THE RUSSIA HOUSE	1990
STINTON, COLIN	HOMICIDE	1991
STOCKWELL, DEAN	CATCHFIRE	1990
STOCKWELL, DEAN	THE DUNWICH HORROR	1970
STOCKWELL, DEAN	AMERICAN MASTERS	1985
STOLTZ, ERIC	THE WALTONS	1971
STOLTZ, ERIC	AMERICAN PLAYHOUSE	1981
STONE, DOUG (I)	AKIRA	1988
STONE, DOUG (I)	KIDÙ SENSHI GUNDAM F91	1991
STONE, JULIAN (I)	NIGHT EYES II	1991
STONE, OLIVER (I)	THE DOORS	1991
STONE, SAM (I)	EVIL JUDGMENT	1984
STONE, SEAN (I)	JFK	1991
STONE, SEAN (I)	THE DOORS	1991
STONE, SHARON (I)	DIARY OF A HITMAN	1991
STONE, SHARON (I)	SCISSORS	1991
STONE, SHARON (I)	WHERE SLEEPING DOGS LIE	1991
STONE, SHARON (I)	YEAR OF THE GUN	1991
STONE, SHARON (I)	SANGRE Y ARENA	1989
STONEHAM JR., JOHN	BODY PARTS	1991
STOREY, JOHN (I)	EYE OF THE STORM	1991
STOWE, MADELEINE	CLOSET LAND	1991
STRAIN, JULIE	DOUBLE IMPACT	1991
STRAIN, JULIE	CARNAL CRIMES	1991
STRAIN, JULIE	OUT FOR JUSTICE	1991
STRATHAIRN, DAVID	THE BROTHER FROM ANOTHER PLANET	1984
STRATHAIRN, DAVID	WITHOUT WARNING: THE JAMES BRADY STORY	1991
STRATHAIRN, DAVID	AMERICAN MASTERS	1985
STRATHAIRN, DAVID	CITY OF HOPE	1991
STRAUSS, PETER (I)	SOLDIER BLUE	1970
STRAUSS, PETER (I)	FLIGHT OF BLACK ANGEL	1991
STRAUSS, PETER (I)	83 HOURS 'TIL DAWN	1990
STREEP, MERYL	AMERICAN MASTERS	1985
STREISAND, BARBRA	THE PRINCE OF TIDES	1991
STREISAND, BARBRA	AMERICAN MASTERS	1985
STRITCH, ELAINE	AMERICAN PLAYHOUSE	1981
STRONG, MARK (II)	SCREENPLAY	1986
STRONG, TARA	MARRIED TO IT	1991
STROUD, DON (I)	ANGEL UNCHAINED	1970
STROUD, DON (I)	VON RICHTHOFEN AND BROWN	1971
STROUD, DON (I)	LICENCE TO KILL	1989
STRZALKOWSKI, HENRY	FIELD OF FIRE	1991
STRZALKOWSKI, HENRY	APOCALYPSE NOW	1979
STRZALKOWSKI, HENRY	DUNE WARRIORS	1991
STUART, JAMES PATRICK	PRETTY WOMAN	1990
STUDI, WES	THE DOORS	1991
SUKOWA, BARBARA	EUROPA	1991
SULLIVAN, BRAD (I)	THE PRINCE OF TIDES	1991
SULLIVAN, BRAD (I)	TRUE COLORS	1991
SULLIVAN, BRAD (I)	IN THE LINE OF DUTY: MANHUNT IN THE DAKOTAS	1991
SULLIVAN, BRAD (I)	THE ABYSS	1989
SULLIVAN, MORRIS LEE	CATCHFIRE	1990
SUNG, JEN	NO RETREAT, NO SURRENDER 3: BLOOD BROTHERS	1990
SUSMAN, TODD	THE WALTONS	1971
SUTHERLAND, DONALD (I)	AMERICAN MASTERS	1985
SUTHERLAND, DONALD (I)	BACKDRAFT	1991
SUTHERLAND, DONALD (I)	REVOLUTION	1985
SUTHERLAND, DONALD (I)	JFK	1991
SUTHERLAND, DONALD (I)	MASH	1970
SUTTLES, DARNELL	DEAD AND ALIVE: THE RACE FOR GUS FARACE	1991
SUTTON, CAROL	THIS GUN FOR HIRE	1991
SUTTON, DUDLEY	ONE MORE TIME	1970
SUTTON, DUDLEY	CROSSPLOT	1969
SUTTON, DUDLEY	THOSE GLORY GLORY DAYS	1983
SUTTON, DUDLEY	EDWARD II	1991
SVENSON, BO	STEELE'S LAW	1991
SVENSON, BO	LA SPORCA INSEGNA DEL CORAGGIO	1987
